股票代码	雅虎代码	公司名称	交易所
301608	301608.SZ	博实结	SZ
603989	603989.SS	艾华集团	SH
300790	300790.SZ	宇瞳光学	SZ
002771	002771.SZ	真视通	SZ
600052	600052.SS	东望时代	SH
688360	688360.SS	德马科技	SH
300162	300162.SZ	雷曼光电	SZ
688249	688249.SS	晶合集成	SH
300724	300724.SZ	捷佳伟创	SZ
300235	300235.SZ	方直科技	SZ
300032	300032.SZ	金龙机电	SZ
300359	300359.SZ	全通教育	SZ
688053	688053.SS	思科瑞	SH
603429	603429.SS	集友股份	SH
601377	601377.SS	兴业证券	SH
000576	000576.SZ	甘化科工	SZ
688439	688439.SS	振华风光	SH
002600	002600.SZ	领益智造	SZ
300565	300565.SZ	科信技术	SZ
300615	300615.SZ	欣天科技	SZ
688171	688171.SS	纬德信息	SH
603577	603577.SS	汇金通	SH
688218	688218.SS	江苏北人	SH
600630	600630.SS	龙头股份	SH
000901	000901.SZ	航天科技	SZ
688383	688383.SS	新益昌	SH
001279	001279.SZ	强邦新材	SZ
300928	300928.SZ	华安鑫创	SZ
600707	600707.SS	彩虹股份	SH
003028	003028.SZ	振邦智能	SZ
600268	600268.SS	国电南自	SH
688229	688229.SS	博睿数据	SH
003021	003021.SZ	兆威机电	SZ
002103	002103.SZ	广博股份	SZ
688239	688239.SS	航宇科技	SH
300637	300637.SZ	扬帆新材	SZ
688658	688658.SS	悦康药业	SH
688313	688313.SS	仕佳光子	SH
002960	002960.SZ	青鸟消防	SZ
003031	003031.SZ	中瓷电子	SZ
002723	002723.SZ	小崧股份	SZ
300665	300665.SZ	飞鹿股份	SZ
688582	688582.SS	芯动联科	SH
002214	002214.SZ	大立科技	SZ
603662	603662.SS	柯力传感	SH
002295	002295.SZ	精艺股份	SZ
688056	688056.SS	莱伯泰科	SH
002176	002176.SZ	江特电机	SZ
688082	688082.SS	盛美上海	SH
300253	300253.SZ	卫宁健康	SZ
301578	301578.SZ	辰奕智能	SZ
300438	300438.SZ	鹏辉能源	SZ
603324	603324.SS	盛剑科技	SH
003004	003004.SZ	声迅股份	SZ
000960	000960.SZ	锡业股份	SZ
002631	002631.SZ	德尔未来	SZ
688156	688156.SS	路德环境	SH
300678	300678.SZ	中科信息	SZ
688432	688432.SS	有研硅	SH
603005	603005.SS	晶方科技	SH
002428	002428.SZ	云南锗业	SZ
300207	300207.SZ	欣旺达	SZ
301285	301285.SZ	鸿日达	SZ
603637	603637.SS	镇海股份	SH
600425	600425.SS	青松建化	SH
301353	301353.SZ	普莱得	SZ
300277	300277.SZ	海联讯	SZ
002955	002955.SZ	鸿合科技	SZ
002271	002271.SZ	东方雨虹	SZ
002407	002407.SZ	多氟多	SZ
002371	002371.SZ	北方华创	SZ
603711	603711.SS	香飘飘	SH
688260	688260.SS	昀冢科技	SH
301011	301011.SZ	华立科技	SZ
688003	688003.SS	天准科技	SH
000950	000950.SZ	重药控股	SZ
300885	300885.SZ	海昌新材	SZ
688233	688233.SS	神工股份	SH
002243	002243.SZ	力合科创	SZ
001270	001270.SZ	铖昌科技	SZ
603110	603110.SS	东方材料	SH
688651	688651.SS	盛邦安全	SH
603679	603679.SS	华体科技	SH
002746	002746.SZ	仙坛股份	SZ
003038	003038.SZ	鑫铂股份	SZ
000028	000028.SZ	国药一致	SZ
001212	001212.SZ	中旗新材	SZ
301633	301633.SZ	港迪技术	SZ
300226	300226.SZ	上海钢联	SZ
600979	600979.SS	广安爱众	SH
300412	300412.SZ	迦南科技	SZ
301111	301111.SZ	粤万年青	SZ
003026	003026.SZ	中晶科技	SZ
688061	688061.SS	灿瑞科技	SH
301337	301337.SZ	亚华电子	SZ
300387	300387.SZ	富邦股份	SZ
601500	601500.SS	通用股份	SH
688636	688636.SS	智明达	SH
688306	688306.SS	均普智能	SH
601595	601595.SS	上海电影	SH
002498	002498.SZ	汉缆股份	SZ
300648	300648.SZ	星云股份	SZ
002283	002283.SZ	天润工业	SZ
603567	603567.SS	珍宝岛	SH
301510	301510.SZ	固高科技	SZ
301596	301596.SZ	瑞迪智驱	SZ
300171	300171.SZ	东富龙	SZ
002373	002373.SZ	千方科技	SZ
301622	301622.SZ	英思特	SZ
600587	600587.SS	新华医疗	SH
301392	301392.SZ	汇成真空	SZ
300722	300722.SZ	新余国科	SZ
301169	301169.SZ	零点有数	SZ
301306	301306.SZ	西测测试	SZ
600360	600360.SS	ST华微	SH
301278	301278.SZ	快可电子	SZ
002166	002166.SZ	莱茵生物	SZ
301088	301088.SZ	戎美股份	SZ
300736	300736.SZ	百邦科技	SZ
000420	000420.SZ	吉林化纤	SZ
002547	002547.SZ	春兴精工	SZ
688362	688362.SS	甬矽电子	SH
002979	002979.SZ	雷赛智能	SZ
002396	002396.SZ	星网锐捷	SZ
300611	300611.SZ	美力科技	SZ
688728	688728.SS	格科微	SH
688023	688023.SS	安恒信息	SH
603583	603583.SS	捷昌驱动	SH
600198	600198.SS	大唐电信	SH
603261	603261.SS	立航科技	SH
600071	600071.SS	凤凰光学	SH
301006	301006.SZ	迈拓股份	SZ
002537	002537.SZ	海联金汇	SZ
600517	600517.SS	国网英大	SH
300291	300291.SZ	百纳千成	SZ
688309	688309.SS	恒誉环保	SH
603611	603611.SS	诺力股份	SH
300785	300785.SZ	值得买	SZ
300445	300445.SZ	康斯特	SZ
688170	688170.SS	德龙激光	SH
688244	688244.SS	永信至诚	SH
300878	300878.SZ	维康药业	SZ
300353	300353.SZ	东土科技	SZ
301262	301262.SZ	海看股份	SZ
002466	002466.SZ	天齐锂业	SZ
688160	688160.SS	步科股份	SH
300250	300250.SZ	初灵信息	SZ
300605	300605.SZ	恒锋信息	SZ
002517	002517.SZ	恺英网络	SZ
301607	301607.SZ	富特科技	SZ
300824	300824.SZ	北鼎股份	SZ
300270	300270.SZ	中威电子	SZ
002947	002947.SZ	恒铭达	SZ
688496	688496.SS	清越科技	SH
688277	688277.SS	天智航-U	SH
300502	300502.SZ	新易盛	SZ
300618	300618.SZ	寒锐钴业	SZ
600114	600114.SS	东睦股份	SH
300541	300541.SZ	先进数通	SZ
688210	688210.SS	统联精密	SH
300491	300491.SZ	通合科技	SZ
002952	002952.SZ	亚世光电	SZ
301102	301102.SZ	兆讯传媒	SZ
688026	688026.SS	洁特生物	SH
000617	000617.SZ	中油资本	SZ
002313	002313.SZ	日海智能	SZ
300222	300222.SZ	科大智能	SZ
000536	000536.SZ	华映科技	SZ
300822	300822.SZ	贝仕达克	SZ
300606	300606.SZ	金太阳	SZ
688507	688507.SS	索辰科技	SH
603729	603729.SS	龙韵股份	SH
003032	003032.SZ	传智教育	SZ
688777	688777.SS	中控技术	SH
000045	000045.SZ	深纺织Ａ	SZ
600105	600105.SS	永鼎股份	SH
603486	603486.SS	科沃斯	SH
001306	001306.SZ	夏厦精密	SZ
000718	000718.SZ	苏宁环球	SZ
002008	002008.SZ	大族激光	SZ
688579	688579.SS	山大地纬	SH
300455	300455.SZ	航天智装	SZ
000415	000415.SZ	渤海租赁	SZ
300726	300726.SZ	宏达电子	SZ
688297	688297.SS	中无人机	SH
300480	300480.SZ	光力科技	SZ
300825	300825.SZ	阿尔特	SZ
300585	300585.SZ	奥联电子	SZ
300713	300713.SZ	英可瑞	SZ
301516	301516.SZ	中远通	SZ
301488	301488.SZ	豪恩汽电	SZ
600673	600673.SS	东阳光	SH
002410	002410.SZ	广联达	SZ
000049	000049.SZ	德赛电池	SZ
002229	002229.SZ	鸿博股份	SZ
300400	300400.SZ	劲拓股份	SZ
001309	001309.SZ	德明利	SZ
300236	300236.SZ	上海新阳	SZ
002310	002310.SZ	*ST东园	SZ
000776	000776.SZ	广发证券	SZ
002456	002456.SZ	欧菲光	SZ
688348	688348.SS	昱能科技	SH
605086	605086.SS	龙高股份	SH
002012	002012.SZ	凯恩股份	SZ
603211	603211.SS	晋拓股份	SH
300264	300264.SZ	佳创视讯	SZ
300293	300293.SZ	蓝英装备	SZ
300720	300720.SZ	海川智能	SZ
002953	002953.SZ	日丰股份	SZ
301567	301567.SZ	贝隆精密	SZ
002925	002925.SZ	盈趣科技	SZ
002510	002510.SZ	天汽模	SZ
300168	300168.SZ	万达信息	SZ
002401	002401.SZ	中远海科	SZ
601238	601238.SS	广汽集团	SH
600816	600816.SS	建元信托	SH
600606	600606.SS	绿地控股	SH
300355	300355.SZ	蒙草生态	SZ
301361	301361.SZ	众智科技	SZ
002104	002104.SZ	恒宝股份	SZ
603716	603716.SS	塞力医疗	SH
000402	000402.SZ	金 融 街	SZ
002192	002192.SZ	融捷股份	SZ
002338	002338.SZ	奥普光电	SZ
002851	002851.SZ	麦格米特	SZ
300147	300147.SZ	香雪制药	SZ
603809	603809.SS	豪能股份	SH
002729	002729.SZ	好利科技	SZ
300586	300586.SZ	美联新材	SZ
002395	002395.SZ	双象股份	SZ
603819	603819.SS	神力股份	SH
300823	300823.SZ	建科智能	SZ
002819	002819.SZ	东方中科	SZ
301321	301321.SZ	翰博高新	SZ
600811	600811.SS	东方集团	SH
002827	002827.SZ	高争民爆	SZ
688090	688090.SS	瑞松科技	SH
301005	301005.SZ	超捷股份	SZ
300788	300788.SZ	中信出版	SZ
003029	003029.SZ	吉大正元	SZ
002154	002154.SZ	报 喜 鸟	SZ
603256	603256.SS	宏和科技	SH
603456	603456.SS	九洲药业	SH
002133	002133.SZ	广宇集团	SZ
300002	300002.SZ	神州泰岳	SZ
301121	301121.SZ	紫建电子	SZ
600101	600101.SS	明星电力	SH
000532	000532.SZ	华金资本	SZ
688598	688598.SS	金博股份	SH
300013	300013.SZ	*ST新宁	SZ
002484	002484.SZ	江海股份	SZ
000066	000066.SZ	中国长城	SZ
600858	600858.SS	银座股份	SH
600657	600657.SS	信达地产	SH
603927	603927.SS	中科软	SH
301229	301229.SZ	纽泰格	SZ
600335	600335.SS	国机汽车	SH
600326	600326.SS	西藏天路	SH
002590	002590.SZ	万安科技	SZ
000821	000821.SZ	京山轻机	SZ
002908	002908.SZ	德生科技	SZ
603297	603297.SS	永新光学	SH
600841	600841.SS	动力新科	SH
002101	002101.SZ	广东鸿图	SZ
300479	300479.SZ	神思电子	SZ
300054	300054.SZ	鼎龙股份	SZ
300396	300396.SZ	迪瑞医疗	SZ
300024	300024.SZ	机器人	SZ
300571	300571.SZ	平治信息	SZ
688489	688489.SS	三未信安	SH
300070	300070.SZ	碧水源	SZ
000812	000812.SZ	陕西金叶	SZ
000020	000020.SZ	深华发Ａ	SZ
600203	600203.SS	福日电子	SH
001389	001389.SZ	广合科技	SZ
002343	002343.SZ	慈文传媒	SZ
600933	600933.SS	爱柯迪	SH
300645	300645.SZ	正元智慧	SZ
688088	688088.SS	虹软科技	SH
688702	688702.SS	盛科通信-U	SH
002366	002366.SZ	融发核电	SZ
301219	301219.SZ	腾远钴业	SZ
002080	002080.SZ	中材科技	SZ
000899	000899.SZ	赣能股份	SZ
300962	300962.SZ	中金辐照	SZ
688058	688058.SS	宝兰德	SH
300391	300391.SZ	长药控股	SZ
301189	301189.SZ	奥尼电子	SZ
600330	600330.SS	天通股份	SH
688072	688072.SS	拓荆科技	SH
002194	002194.SZ	武汉凡谷	SZ
688006	688006.SS	杭可科技	SH
600560	600560.SS	金自天正	SH
000676	000676.SZ	智度股份	SZ
603990	603990.SS	麦迪科技	SH
600776	600776.SS	东方通信	SH
002725	002725.SZ	跃岭股份	SZ
300091	300091.SZ	金通灵	SZ
300331	300331.SZ	苏大维格	SZ
600721	600721.SS	百花医药	SH
300966	300966.SZ	共同药业	SZ
688621	688621.SS	阳光诺和	SH
601609	601609.SS	金田股份	SH
301386	301386.SZ	未来电器	SZ
688071	688071.SS	华依科技	SH
300271	300271.SZ	华宇软件	SZ
000700	000700.SZ	模塑科技	SZ
000600	000600.SZ	建投能源	SZ
301266	301266.SZ	宇邦新材	SZ
601138	601138.SS	工业富联	SH
000795	000795.SZ	英洛华	SZ
300390	300390.SZ	天华新能	SZ
301320	301320.SZ	豪江智能	SZ
601512	601512.SS	中新集团	SH
603339	603339.SS	四方科技	SH
688077	688077.SS	大地熊	SH
001207	001207.SZ	联科科技	SZ
300248	300248.SZ	新开普	SZ
603061	603061.SS	金海通	SH
603931	603931.SS	格林达	SH
301413	301413.SZ	安培龙	SZ
688687	688687.SS	凯因科技	SH
600183	600183.SS	生益科技	SH
002967	002967.SZ	广电计量	SZ
688655	688655.SS	迅捷兴	SH
002879	002879.SZ	长缆科技	SZ
600520	600520.SS	文一科技	SH
002957	002957.SZ	科瑞技术	SZ
301070	301070.SZ	开勒股份	SZ
300907	300907.SZ	康平科技	SZ
603283	603283.SS	赛腾股份	SH
600468	600468.SS	百利电气	SH
688378	688378.SS	奥来德	SH
002935	002935.SZ	天奥电子	SZ
002745	002745.SZ	木林森	SZ
002802	002802.SZ	洪汇新材	SZ
000813	000813.SZ	德展健康	SZ
300444	300444.SZ	双杰电气	SZ
002642	002642.SZ	荣联科技	SZ
603636	603636.SS	南威软件	SH
002196	002196.SZ	方正电机	SZ
000068	000068.SZ	华控赛格	SZ
002261	002261.SZ	拓维信息	SZ
002423	002423.SZ	中粮资本	SZ
000785	000785.SZ	居然智家	SZ
000008	000008.SZ	神州高铁	SZ
603667	603667.SS	五洲新春	SH
301529	301529.SZ	福赛科技	SZ
000166	000166.SZ	申万宏源	SZ
301198	301198.SZ	喜悦智行	SZ
001266	001266.SZ	宏英智能	SZ
600633	600633.SS	浙数文化	SH
603165	603165.SS	荣晟环保	SH
688063	688063.SS	派能科技	SH
300115	300115.SZ	长盈精密	SZ
600783	600783.SS	鲁信创投	SH
603767	603767.SS	中马传动	SH
688001	688001.SS	华兴源创	SH
300684	300684.SZ	中石科技	SZ
300470	300470.SZ	中密控股	SZ
002939	002939.SZ	长城证券	SZ
301603	301603.SZ	乔锋智能	SZ
603888	603888.SS	新华网	SH
688618	688618.SS	三旺通信	SH
605365	605365.SS	立达信	SH
601608	601608.SS	中信重工	SH
300101	300101.SZ	振芯科技	SZ
300212	300212.SZ	易华录	SZ
688201	688201.SS	信安世纪	SH
601881	601881.SS	中国银河	SH
300923	300923.SZ	研奥股份	SZ
301016	301016.SZ	雷尔伟	SZ
300292	300292.SZ	吴通控股	SZ
002409	002409.SZ	雅克科技	SZ
688630	688630.SS	芯碁微装	SH
603166	603166.SS	福达股份	SH
603013	603013.SS	亚普股份	SH
002199	002199.SZ	东晶电子	SZ
002673	002673.SZ	西部证券	SZ
300073	300073.SZ	当升科技	SZ
688296	688296.SS	和达科技	SH
300457	300457.SZ	赢合科技	SZ
002065	002065.SZ	东华软件	SZ
688798	688798.SS	艾为电子	SH
601616	601616.SS	广电电气	SH
300938	300938.SZ	信测标准	SZ
301052	301052.SZ	果麦文化	SZ
605358	605358.SS	立昂微	SH
002358	002358.SZ	森源电气	SZ
002049	002049.SZ	紫光国微	SZ
301221	301221.SZ	光庭信息	SZ
300268	300268.SZ	ST佳沃	SZ
601686	601686.SS	友发集团	SH
688083	688083.SS	中望软件	SH
300731	300731.SZ	科创新源	SZ
600609	600609.SS	金杯汽车	SH
688138	688138.SS	清溢光电	SH
688116	688116.SS	天奈科技	SH
002777	002777.SZ	久远银海	SZ
300481	300481.SZ	濮阳惠成	SZ
300682	300682.SZ	朗新集团	SZ
002961	002961.SZ	瑞达期货	SZ
600030	600030.SS	中信证券	SH
300655	300655.SZ	晶瑞电材	SZ
300450	300450.SZ	先导智能	SZ
300469	300469.SZ	信息发展	SZ
600070	600070.SS	*ST富润	SH
000584	000584.SZ	*ST工智	SZ
600703	600703.SS	三安光电	SH
301217	301217.SZ	铜冠铜箔	SZ
601336	601336.SS	新华保险	SH
002892	002892.SZ	科力尔	SZ
600129	600129.SS	太极集团	SH
601113	601113.SS	华鼎股份	SH
002611	002611.SZ	东方精工	SZ
301508	301508.SZ	中机认检	SZ
603306	603306.SS	华懋科技	SH
688047	688047.SS	龙芯中科	SH
002279	002279.SZ	久其软件	SZ
002031	002031.SZ	巨轮智能	SZ
300568	300568.SZ	星源材质	SZ
603906	603906.SS	龙蟠科技	SH
600850	600850.SS	电科数字	SH
688109	688109.SS	品茗科技	SH
600061	600061.SS	国投资本	SH
603002	603002.SS	宏昌电子	SH
300533	300533.SZ	冰川网络	SZ
300952	300952.SZ	恒辉安防	SZ
301551	301551.SZ	无线传媒	SZ
601995	601995.SS	中金公司	SH
603273	603273.SS	天元智能	SH
688155	688155.SS	先惠技术	SH
300847	300847.SZ	中船汉光	SZ
300011	300011.SZ	鼎汉技术	SZ
300050	300050.SZ	世纪鼎利	SZ
688012	688012.SS	中微公司	SH
300118	300118.SZ	东方日升	SZ
300337	300337.SZ	银邦股份	SZ
000727	000727.SZ	冠捷科技	SZ
300122	300122.SZ	智飞生物	SZ
688671	688671.SS	碧兴物联	SH
600157	600157.SS	永泰能源	SH
300964	300964.SZ	本川智能	SZ
600986	600986.SS	浙文互联	SH
301141	301141.SZ	中科磁业	SZ
300148	300148.SZ	天舟文化	SZ
002329	002329.SZ	皇氏集团	SZ
301185	301185.SZ	鸥玛软件	SZ
688234	688234.SS	天岳先进	SH
002236	002236.SZ	大华股份	SZ
301503	301503.SZ	智迪科技	SZ
300285	300285.SZ	国瓷材料	SZ
688525	688525.SS	佰维存储	SH
301525	301525.SZ	儒竞科技	SZ
301086	301086.SZ	鸿富瀚	SZ
300441	300441.SZ	鲍斯股份	SZ
300656	300656.SZ	民德电子	SZ
600088	600088.SS	中视传媒	SH
688519	688519.SS	南亚新材	SH
002607	002607.SZ	中公教育	SZ
603912	603912.SS	佳力图	SH
300159	300159.SZ	新研股份	SZ
300812	300812.SZ	易天股份	SZ
300446	300446.SZ	航天智造	SZ
688515	688515.SS	裕太微-U	SH
603219	603219.SS	富佳股份	SH
300061	300061.SZ	旗天科技	SZ
601990	601990.SS	南京证券	SH
001208	001208.SZ	华菱线缆	SZ
601066	601066.SS	中信建投	SH
002134	002134.SZ	天津普林	SZ
300666	300666.SZ	江丰电子	SZ
300917	300917.SZ	特发服务	SZ
002022	002022.SZ	科华生物	SZ
300644	300644.SZ	南京聚隆	SZ
300667	300667.SZ	必创科技	SZ
300197	300197.SZ	节能铁汉	SZ
300740	300740.SZ	水羊股份	SZ
603328	603328.SS	依顿电子	SH
300036	300036.SZ	超图软件	SZ
002173	002173.SZ	创新医疗	SZ
000756	000756.SZ	新华制药	SZ
000563	000563.SZ	陕国投Ａ	SZ
000948	000948.SZ	南天信息	SZ
688369	688369.SS	致远互联	SH
002175	002175.SZ	东方智造	SZ
300806	300806.SZ	斯迪克	SZ
301459	301459.SZ	丰茂股份	SZ
688255	688255.SS	凯尔达	SH
301195	301195.SZ	北路智控	SZ
002297	002297.SZ	博云新材	SZ
301618	301618.SZ	长联科技	SZ
300733	300733.SZ	西菱动力	SZ
688097	688097.SS	博众精工	SH
601901	601901.SS	方正证券	SH
301160	301160.SZ	翔楼新材	SZ
000636	000636.SZ	风华高科	SZ
688182	688182.SS	灿勤科技	SH
688391	688391.SS	钜泉科技	SH
301369	301369.SZ	联动科技	SZ
002174	002174.SZ	游族网络	SZ
002886	002886.SZ	沃特股份	SZ
600785	600785.SS	新华百货	SH
002383	002383.SZ	合众思壮	SZ
688253	688253.SS	英诺特	SH
688721	688721.SS	龙图光罩	SH
688130	688130.SS	晶华微	SH
300578	300578.SZ	会畅通讯	SZ
001339	001339.SZ	智微智能	SZ
688246	688246.SS	嘉和美康	SH
301538	301538.SZ	骏鼎达	SZ
300127	300127.SZ	银河磁体	SZ
002474	002474.SZ	榕基软件	SZ
688008	688008.SS	澜起科技	SH
600759	600759.SS	洲际油气	SH
002987	002987.SZ	京北方	SZ
300770	300770.SZ	新媒股份	SZ
002426	002426.SZ	胜利精密	SZ
301018	301018.SZ	申菱环境	SZ
002131	002131.SZ	利欧股份	SZ
002657	002657.SZ	中科金财	SZ
601375	601375.SS	中原证券	SH
600143	600143.SS	金发科技	SH
603991	603991.SS	至正股份	SH
000158	000158.SZ	常山北明	SZ
600918	600918.SS	中泰证券	SH
002990	002990.SZ	盛视科技	SZ
300647	300647.SZ	超频三	SZ
300588	300588.SZ	熙菱信息	SZ
002446	002446.SZ	盛路通信	SZ
000938	000938.SZ	紫光股份	SZ
002724	002724.SZ	海洋王	SZ
001319	001319.SZ	铭科精技	SZ
002296	002296.SZ	辉煌科技	SZ
002036	002036.SZ	联创电子	SZ
600620	600620.SS	天宸股份	SH
300598	300598.SZ	诚迈科技	SZ
002015	002015.SZ	协鑫能科	SZ
301293	301293.SZ	三博脑科	SZ
002362	002362.SZ	汉王科技	SZ
603000	603000.SS	人民网	SH
601878	601878.SS	浙商证券	SH
300592	300592.SZ	华凯易佰	SZ
002153	002153.SZ	石基信息	SZ
000837	000837.SZ	秦川机床	SZ
301236	301236.SZ	软通动力	SZ
002165	002165.SZ	红 宝 丽	SZ
600481	600481.SS	双良节能	SH
000504	000504.SZ	南华生物	SZ
300593	300593.SZ	新雷能	SZ
300499	300499.SZ	高澜股份	SZ
300031	300031.SZ	宝通科技	SZ
688039	688039.SS	当虹科技	SH
688002	688002.SS	睿创微纳	SH
300475	300475.SZ	香农芯创	SZ
001269	001269.SZ	欧晶科技	SZ
301282	301282.SZ	金禄电子	SZ
301129	301129.SZ	瑞纳智能	SZ
300660	300660.SZ	江苏雷利	SZ
688152	688152.SS	麒麟信安	SH
003002	003002.SZ	壶化股份	SZ
300429	300429.SZ	强力新材	SZ
600386	600386.SS	北巴传媒	SH
301206	301206.SZ	三元生物	SZ
002268	002268.SZ	电科网安	SZ
600109	600109.SS	国金证券	SH
300686	300686.SZ	智动力	SZ
603083	603083.SS	剑桥科技	SH
002023	002023.SZ	海特高新	SZ
300477	300477.SZ	合纵科技	SZ
300693	300693.SZ	盛弘股份	SZ
688981	688981.SS	中芯国际	SH
603466	603466.SS	风语筑	SH
600120	600120.SS	浙江东方	SH
003005	003005.SZ	竞业达	SZ
688015	688015.SS	交控科技	SH
688680	688680.SS	海优新材	SH
600202	600202.SS	哈空调	SH
300366	300366.SZ	创意信息	SZ
603528	603528.SS	多伦科技	SH
688048	688048.SS	长光华芯	SH
688020	688020.SS	方邦股份	SH
688227	688227.SS	品高股份	SH
688195	688195.SS	腾景科技	SH
600756	600756.SS	浪潮软件	SH
300311	300311.SZ	任子行	SZ
300394	300394.SZ	天孚通信	SZ
603063	603063.SS	禾望电气	SH
688653	688653.SS	康希通信	SH
600390	600390.SS	五矿资本	SH
300769	300769.SZ	德方纳米	SZ
000688	000688.SZ	国城矿业	SZ
002115	002115.SZ	三维通信	SZ
301389	301389.SZ	隆扬电子	SZ
688205	688205.SS	德科立	SH
002824	002824.SZ	和胜股份	SZ
688252	688252.SS	天德钰	SH
600053	600053.SS	九鼎投资	SH
300701	300701.SZ	森霸传感	SZ
002856	002856.SZ	美芝股份	SZ
300342	300342.SZ	天银机电	SZ
301172	301172.SZ	君逸数码	SZ
603602	603602.SS	纵横通信	SH
300752	300752.SZ	隆利科技	SZ
300123	300123.SZ	亚光科技	SZ
600927	600927.SS	永安期货	SH
300447	300447.SZ	全信股份	SZ
002859	002859.SZ	洁美科技	SZ
300820	300820.SZ	英杰电气	SZ
301522	301522.SZ	上大股份	SZ
300418	300418.SZ	昆仑万维	SZ
002264	002264.SZ	新 华 都	SZ
300941	300941.SZ	创识科技	SZ
002759	002759.SZ	天际股份	SZ
000886	000886.SZ	海南高速	SZ
002217	002217.SZ	*ST合泰	SZ
000980	000980.SZ	众泰汽车	SZ
688388	688388.SS	嘉元科技	SH
300045	300045.SZ	华力创通	SZ
300328	300328.SZ	宜安科技	SZ
300768	300768.SZ	迪普科技	SZ
002654	002654.SZ	万润科技	SZ
002227	002227.SZ	奥 特 迅	SZ
000686	000686.SZ	东北证券	SZ
300880	300880.SZ	迦南智能	SZ
002519	002519.SZ	银河电子	SZ
300120	300120.SZ	经纬辉开	SZ
300608	300608.SZ	思特奇	SZ
002929	002929.SZ	润建股份	SZ
002439	002439.SZ	启明星辰	SZ
603690	603690.SS	至纯科技	SH
688596	688596.SS	正帆科技	SH
300370	300370.SZ	安控科技	SZ
300897	300897.SZ	山科智能	SZ
300712	300712.SZ	永福股份	SZ
002139	002139.SZ	拓邦股份	SZ
603189	603189.SS	网达软件	SH
300213	300213.SZ	佳讯飞鸿	SZ
300507	300507.SZ	苏奥传感	SZ
300697	300697.SZ	电工合金	SZ
603057	603057.SS	紫燕食品	SH
603258	603258.SS	电魂网络	SH
603666	603666.SS	亿嘉和	SH
301318	301318.SZ	维海德	SZ
002187	002187.SZ	广百股份	SZ
301012	301012.SZ	扬电科技	SZ
000917	000917.SZ	电广传媒	SZ
603327	603327.SS	福蓉科技	SH
300098	300098.SZ	高新兴	SZ
603918	603918.SS	金桥信息	SH
300136	300136.SZ	信维通信	SZ
300182	300182.SZ	捷成股份	SZ
688726	688726.SS	拉普拉斯	SH
300407	300407.SZ	凯发电气	SZ
300520	300520.SZ	科大国创	SZ
300279	300279.SZ	和晶科技	SZ
002885	002885.SZ	京泉华	SZ
300663	300663.SZ	科蓝软件	SZ
000987	000987.SZ	越秀资本	SZ
000056	000056.SZ	皇庭国际	SZ
000783	000783.SZ	长江证券	SZ
300451	300451.SZ	创业慧康	SZ
300221	300221.SZ	银禧科技	SZ
688100	688100.SS	威胜信息	SH
603773	603773.SS	沃格光电	SH
601108	601108.SS	财通证券	SH
600570	600570.SS	恒生电子	SH
002797	002797.SZ	第一创业	SZ
600460	600460.SS	士兰微	SH
600584	600584.SS	长电科技	SH
300781	300781.SZ	因赛集团	SZ
003015	003015.SZ	日久光电	SZ
605186	605186.SS	健麾信息	SH
002822	002822.SZ	ST中装	SZ
688699	688699.SS	明微电子	SH
300456	300456.SZ	赛微电子	SZ
002861	002861.SZ	瀛通通讯	SZ
688206	688206.SS	概伦电子	SH
300421	300421.SZ	力星股份	SZ
002334	002334.SZ	英威腾	SZ
300416	300416.SZ	苏试试验	SZ
300059	300059.SZ	东方财富	SZ
600556	600556.SS	天下秀	SH
301338	301338.SZ	凯格精机	SZ
603883	603883.SS	老百姓	SH
688695	688695.SS	中创股份	SH
300341	300341.SZ	麦克奥迪	SZ
301379	301379.SZ	天山电子	SZ
000969	000969.SZ	安泰科技	SZ
600340	600340.SS	华夏幸福	SH
002073	002073.SZ	软控股份	SZ
601798	601798.SS	蓝科高新	SH
603595	603595.SS	东尼电子	SH
002640	002640.SZ	跨境通	SZ
002808	002808.SZ	ST恒久	SZ
601360	601360.SS	三六零	SH
300690	300690.SZ	双一科技	SZ
301261	301261.SZ	恒工精密	SZ
001330	001330.SZ	博纳影业	SZ
301296	301296.SZ	新巨丰	SZ
002339	002339.SZ	积成电子	SZ
600536	600536.SS	中国软件	SH
002919	002919.SZ	名臣健康	SZ
301280	301280.SZ	珠城科技	SZ
688300	688300.SS	联瑞新材	SH
000681	000681.SZ	视觉中国	SZ
688689	688689.SS	银河微电	SH
600589	600589.SS	大位科技	SH
300596	300596.SZ	利安隆	SZ
301025	301025.SZ	读客文化	SZ
688667	688667.SS	菱电电控	SH
301171	301171.SZ	易点天下	SZ
688027	688027.SS	国盾量子	SH
300169	300169.SZ	天晟新材	SZ
603078	603078.SS	江化微	SH
688209	688209.SS	英集芯	SH
301069	301069.SZ	凯盛新材	SZ
000040	000040.SZ	ST旭蓝	SZ
300398	300398.SZ	飞凯材料	SZ
300288	300288.SZ	朗玛信息	SZ
300707	300707.SZ	威唐工业	SZ
600694	600694.SS	大商股份	SH
300315	300315.SZ	掌趣科技	SZ
002006	002006.SZ	精工科技	SZ
002336	002336.SZ	*ST人乐	SZ
600909	600909.SS	华安证券	SH
600182	600182.SS	S佳通	SH
601696	601696.SS	中银证券	SH
000882	000882.SZ	华联股份	SZ
600391	600391.SS	航发科技	SH
001236	001236.SZ	弘业期货	SZ
